City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
287,Anori,BR,-3.7728,-61.6442,76.55,96,100,2.66,heavy intensity rain
288,Caravelas,BR,-17.7125,-39.2481,77.38,87,50,13.22,heavy intensity rain
289,Desaguadero,PE,-16.5656,-69.0417,47.55,77,100,2.15,overcast clouds
290,Olinda,BR,-8.0089,-34.8553,82.13,78,40,6.91,scattered clouds
291,Tasiilaq,GL,65.6145,-37.6368,24.96,55,0,4.32,clear sky
292,Ferkessedougou,CI,9.6,-5.2,77.41,20,46,5.66,scattered clouds
293,Grindavik,IS,63.8424,-22.4338,30.67,86,20,6.91,few clouds
294,Esperance,AU,-33.8667,121.9,61.45,83,58,6.04,broken clouds
295,Roald,NO,62.5833,6.1333,36.34,93,75,1.14,broken clouds
296,Hit,IQ,33.6416,42.8251,58.19,48,100,4.09,overcast clouds
297,Provideniya,RU,64.3833,-173.3,6.91,78,90,33.55,snow
298,Nanortalik,GL,60.1432,-45.2371,36.95,77,100,11.21,overcast clouds
299,Ayan,RU,56.45,138.1667,-17.7,70,73,13.06,broken clouds
300,Sinnamary,GF,5.3833,-52.95,76.53,92,100,7.94,overcast clouds
301,Lisakovsk,KZ,52.5369,62.4936,5.77,92,93,6.35,overcast clouds
302,Kerema,PG,-7.9631,145.7785,80.53,82,98,2.37,overcast clouds
303,Palmer,US,42.1584,-72.3287,38.21,57,75,3.0,broken clouds
304,Picota,PE,-6.9197,-76.3304,84.69,60,72,4.21,broken clouds
305,Veseloyarsk,RU,51.2836,81.1056,25.21,77,68,15.59,broken clouds
306,Mackay,AU,-21.15,149.2,84.69,63,0,2.51,clear sky
307,Malinovskiy,RU,61.1953,62.8397,-4.0,95,100,5.57,overcast clouds
308,Noumea,NC,-22.2763,166.4572,84.18,99,2,9.66,clear sky
309,Ahipara,NZ,-35.1667,173.1667,69.12,71,100,12.12,overcast clouds
310,Ternate,ID,0.8,127.4,79.48,87,100,10.63,light rain
311,Acapulco,MX,16.8634,-99.8901,83.17,68,9,7.09,clear sky
312,Kushiro,JP,42.975,144.3747,23.95,86,40,3.44,scattered clouds
313,Faya,SA,18.3851,42.4509,54.12,87,16,3.56,few clouds
314,Qingquan,CN,30.4511,115.2559,47.32,60,0,2.46,clear sky
315,Gorele,TR,41.0308,39.0031,33.24,81,100,4.41,overcast clouds
316,Maarianhamina,AX,60.0973,19.9348,28.26,69,0,10.36,clear sky
317,Ostrovnoy,RU,68.0531,39.5131,19.71,94,100,6.82,light snow
318,Camacupa,AO,-12.0167,17.4833,62.17,91,98,2.35,overcast clouds
319,Nishihara,JP,26.1842,127.7558,67.28,97,90,11.5,light intensity shower rain
320,Crowley,US,30.2141,-92.3746,68.18,41,0,0.65,clear sky
321,Komsomolskiy,UZ,40.4272,71.7189,38.62,69,43,6.91,mist
322,Takab,IR,36.4009,47.1133,27.77,91,85,12.77,overcast clouds
323,Minna,NG,9.6139,6.5569,80.24,22,5,9.17,clear sky
324,Nouadhibou,MR,20.931,-17.0347,66.4,76,0,13.73,clear sky
325,Lovozero,RU,68.005,35.0117,16.0,92,100,9.82,light snow
326,Salo,IT,45.6086,10.531,41.5,80,73,3.78,broken clouds
327,Port-Gentil,GA,-0.7193,8.7815,81.68,80,54,8.97,broken clouds
328,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,1.99,78,75,6.71,broken clouds
329,Kaitangata,NZ,-46.2817,169.8464,64.92,38,4,11.68,clear sky
330,Ayagoz,KZ,47.9714,80.4392,10.63,88,30,2.91,scattered clouds
331,Mackenzie,CA,55.2999,-123.1698,14.81,90,100,5.26,overcast clouds
332,Nushki,PK,29.5542,66.0215,60.58,35,100,7.38,overcast clouds
333,Rorvik,NO,64.8621,11.2373,28.51,19,75,3.44,broken clouds
334,Cananeia,BR,-25.0147,-47.9267,75.72,87,98,9.26,moderate rain
335,Urumqi,CN,43.801,87.6005,18.55,79,75,2.24,mist
336,Ankazobe,MG,-18.3167,47.1167,66.61,82,87,4.34,overcast clouds
337,Ossora,RU,59.2353,163.0719,6.42,81,100,4.79,overcast clouds
338,Havelock,US,34.8791,-76.9013,53.58,70,1,1.99,clear sky
339,Hambantota,LK,6.1241,81.1185,75.54,100,74,2.3,broken clouds
340,Vitim,RU,59.4511,112.5578,-24.79,97,100,3.24,overcast clouds
341,Luau,AO,-10.7073,22.2247,64.15,96,100,3.49,overcast clouds
342,Huntington,US,38.4193,-82.4452,38.73,46,1,9.22,clear sky
343,Brewster,US,41.3973,-73.6171,41.79,61,1,5.01,clear sky
344,Tateyama,JP,34.9833,139.8667,44.1,51,99,19.04,overcast clouds
345,Harlingen,US,26.1906,-97.6961,78.35,53,1,12.66,clear sky
346,Bubaque,GW,11.2833,-15.8333,81.45,62,75,10.33,broken clouds
347,Namibe,AO,-15.1961,12.1522,68.76,76,25,11.21,scattered clouds
348,Hami,CN,42.8,93.45,26.64,50,3,3.29,clear sky
349,Palu,ID,-0.8917,119.8707,74.12,95,83,2.06,broken clouds
350,Sovetskiy,RU,61.3614,63.5842,-0.53,94,100,5.66,overcast clouds
351,Nyanza,RW,-2.3519,29.7509,62.58,94,100,3.27,overcast clouds
352,Broome,US,42.2506,-75.833,31.46,66,90,5.99,overcast clouds
353,Dombarovskiy,RU,50.7587,59.5386,13.08,88,100,6.44,overcast clouds
354,Qaqortoq,GL,60.7167,-46.0333,45.1,43,100,24.47,overcast clouds
355,Pochutla,MX,15.7432,-96.4661,84.02,66,38,5.28,scattered clouds
356,Akdepe,TM,42.0551,59.3788,41.09,80,75,14.81,broken clouds
357,Ust-Maya,RU,60.4167,134.5333,-43.11,97,100,2.42,overcast clouds
358,Camacha,PT,33.0833,-16.3333,64.53,88,20,8.05,few clouds
359,Loubomo,CG,-4.1997,12.6739,73.51,94,100,3.51,light rain
360,Antofagasta,CL,-23.65,-70.4,69.08,76,100,3.22,overcast clouds
361,Bilibino,RU,68.0546,166.4372,-31.43,100,100,3.29,overcast clouds
362,Paita,PE,-5.0892,-81.1144,75.76,79,99,12.21,overcast clouds
363,Kutum,SD,14.2,24.6667,59.45,19,7,8.59,clear sky
364,Mittagong,AU,-34.45,150.45,63.63,98,100,3.51,light rain
365,Price,US,39.5994,-110.8107,41.72,48,1,4.61,clear sky
366,Zonguldak,TR,41.25,31.8333,21.45,94,100,3.76,light snow
367,Ust-Tsilma,RU,65.441,52.1498,-10.1,100,87,1.88,overcast clouds
368,Pangnirtung,CA,66.1451,-65.7125,1.44,90,100,5.99,overcast clouds
369,Mecca,SA,21.4267,39.8261,68.92,57,0,5.17,clear sky
370,Bradford,GB,53.7939,-1.7521,41.63,88,75,5.75,mist
371,Vardo,NO,70.3705,31.1107,21.18,93,90,18.41,snow
372,Kosa,RU,59.9445,54.9977,-11.4,99,87,4.52,overcast clouds
373,Kuppam,IN,12.75,78.3667,59.7,87,8,1.32,clear sky
374,Rosarito,MX,32.3333,-117.0333,72.41,57,100,8.19,overcast clouds
375,Saint-Georges,GD,12.0564,-61.7485,79.59,77,71,17.78,broken clouds
376,Gazojak,TM,41.1875,61.4036,43.88,77,33,15.48,scattered clouds
377,Along,IN,28.1667,94.7667,45.93,63,2,1.92,clear sky
378,Prado,BR,-17.3411,-39.2208,77.43,89,75,14.65,moderate rain
379,Kimbe,PG,-5.5502,150.1429,80.85,84,88,1.79,overcast clouds
380,Lumeje,AO,-11.55,20.7833,64.44,91,100,3.33,overcast clouds
381,Ganserndorf,AT,48.3392,16.7202,29.89,86,26,6.51,scattered clouds
382,Yenagoa,NG,4.9247,6.2642,77.63,72,37,4.34,scattered clouds
383,Frederikshavn,DK,57.4407,10.5366,35.55,94,100,5.17,overcast clouds
384,Baykit,RU,61.67,96.37,-24.02,100,36,1.86,scattered clouds
385,Russell,US,32.3502,-85.1999,57.11,41,1,12.66,clear sky
386,Kedrovyy,RU,56.1667,91.8167,-21.59,96,30,7.96,scattered clouds
387,Beyla,GN,8.6833,-8.6333,70.88,29,36,2.93,scattered clouds
388,Motala,SE,58.5371,15.0365,28.18,90,93,6.62,overcast clouds
389,Verkhoyansk,RU,67.5447,133.385,-34.8,98,99,1.66,overcast clouds
390,Tazovskiy,RU,67.4667,78.7,12.94,90,100,22.93,light snow
391,Ocara,BR,-4.4908,-38.5967,79.07,74,57,8.66,broken clouds
392,Smithers,CA,54.7804,-127.1743,21.25,86,100,2.08,overcast clouds
393,Mandalgovi,MN,45.7625,106.2708,3.99,60,2,9.48,clear sky
394,Dunedin,NZ,-45.8742,170.5036,63.81,66,11,1.99,few clouds
395,Angoche,MZ,-16.2325,39.9086,80.17,76,23,7.56,few clouds
396,Lisala,CD,2.15,21.5167,75.65,47,100,2.84,overcast clouds
397,Bandarbeyla,SO,9.4942,50.8122,76.96,72,87,17.18,overcast clouds
398,Yerbogachen,RU,61.2767,108.0108,-35.95,100,42,3.49,scattered clouds
399,Waipawa,NZ,-41.4122,175.5153,67.3,51,67,10.85,light rain
400,Bougouni,ML,11.417,-7.479,74.93,15,96,5.86,overcast clouds
401,Lahore,PK,31.5497,74.3436,51.78,71,40,3.44,smoke
402,Marystown,CA,47.1666,-55.1483,32.86,100,100,1.99,overcast clouds
403,Ushtobe,KZ,45.2514,77.9838,40.01,49,100,4.83,light rain
404,Isiro,CD,2.7739,27.616,72.79,55,100,1.97,overcast clouds
405,Codrington,AU,-38.2667,141.9667,58.01,65,100,3.78,overcast clouds
406,Zhezkazgan,KZ,47.8043,67.7144,31.87,97,100,3.22,overcast clouds
407,Lahij,YE,13.1667,44.5833,69.3,83,7,3.76,clear sky
408,Namatanai,PG,-3.6667,152.4333,83.5,74,99,5.37,overcast clouds
409,Juruti,BR,-2.1522,-56.0922,83.86,63,100,2.55,overcast clouds
410,Svetlyy,RU,54.675,20.1347,26.65,92,93,9.75,light snow
411,Liepaja,LV,56.5419,21.0367,21.25,92,20,4.61,few clouds
412,Eyrarbakki,IS,63.863,-21.1481,29.01,76,19,11.97,few clouds
413,Sohag,EG,26.557,31.6948,51.96,64,4,7.47,clear sky
414,Providencia,MX,28.7167,-111.5833,86.05,40,99,6.62,overcast clouds
415,Dunda,TZ,-8.1167,34.25,70.52,56,92,0.65,overcast clouds
416,Saryozek,KZ,44.3583,77.9753,37.45,46,100,2.98,overcast clouds
417,Shingu,JP,33.7333,135.9833,38.91,76,0,5.35,clear sky
418,Miyako,JP,39.6367,141.9525,31.19,60,28,4.18,scattered clouds
419,Balotra,IN,25.8333,72.2333,64.04,65,4,7.49,clear sky
420,Stryn,NO,61.9045,6.7226,36.32,94,100,4.32,overcast clouds
421,Sterling,US,39.0062,-77.4286,43.93,42,20,4.0,few clouds
422,Douglas,US,41.3,-96.167,53.74,37,1,3.0,clear sky
423,Pericos,MX,25.05,-107.7,88.38,13,21,6.93,few clouds
424,Calvinia,ZA,-31.4707,19.776,60.87,80,100,5.26,overcast clouds
425,Tezu,IN,27.9167,96.1667,53.82,74,8,4.41,clear sky
426,Tucuman,AR,-26.8241,-65.2226,69.8,94,90,6.91,mist
427,Ulladulla,AU,-35.35,150.4667,67.77,92,100,2.93,overcast clouds
428,Nouakchott,MR,18.0858,-15.9785,71.53,32,0,10.0,clear sky
429,Ngaoundere,CM,7.3167,13.5833,67.42,30,0,4.56,clear sky
430,Mikhaylovka,RU,50.06,43.2379,-1.21,96,78,8.28,broken clouds
431,Bermejo,AR,-32.8833,-68.8,88.54,23,3,1.43,clear sky
432,Berkovica,BA,44.6156,18.4294,26.91,75,5,3.22,clear sky
433,Khandbari,NP,27.3747,87.2039,48.36,59,30,3.53,scattered clouds
434,Codigoro,IT,44.8311,12.1142,41.29,83,100,6.58,overcast clouds
435,Valparaiso,CL,-33.0393,-71.6273,66.47,69,0,8.05,clear sky
436,Aykhal,RU,66.0,111.5,-18.85,100,26,3.94,scattered clouds
437,Teahupoo,PF,-17.8333,-149.2667,82.36,77,81,14.0,light rain
438,Kuandian,CN,40.7286,124.7847,17.56,66,83,4.25,broken clouds
439,Assiniboia,CA,49.6334,-105.9845,26.92,97,100,5.08,snow
440,Turukhansk,RU,65.8167,87.9833,7.2,72,100,18.14,overcast clouds
441,Korla,CN,41.7597,86.1469,22.91,73,7,8.1,clear sky
442,Lopatino,RU,52.6195,45.8118,1.54,95,99,8.97,overcast clouds
443,Sivaki,RU,52.6333,126.75,-25.17,87,29,7.25,scattered clouds
444,Yichun,CN,47.7,128.9,-21.98,98,16,1.99,few clouds
445,Marquette,US,46.5333,-87.6335,15.82,67,91,4.63,overcast clouds
446,Timra,SE,62.487,17.3257,15.67,86,40,2.3,scattered clouds
447,Yumen,CN,40.2833,97.2,24.42,37,5,6.29,clear sky
448,Mahuva,IN,21.0914,71.7622,67.24,60,37,9.33,scattered clouds
449,Southbridge,US,42.0751,-72.0334,39.25,65,14,8.99,few clouds
450,Karla,EE,59.3723,24.9275,20.05,81,40,8.05,scattered clouds
451,Hohhot,CN,40.8106,111.6522,23.94,49,91,3.51,overcast clouds
452,Olean,US,42.0776,-78.4297,26.1,86,90,6.91,light snow
453,Jalingo,NG,8.8833,11.3667,77.05,26,5,4.23,clear sky
454,Bonnyville,CA,54.2668,-110.735,6.53,95,100,10.38,light snow
455,Oparino,RU,59.8518,48.2783,-14.62,100,94,3.69,overcast clouds
456,Kamennomostskiy,RU,44.2983,40.1856,17.2,96,95,3.04,light snow
457,Rawson,AR,-43.3002,-65.1023,66.47,62,2,17.69,clear sky
458,Yanam,IN,16.7333,82.2167,63.16,90,0,1.9,heavy intensity rain
459,Shitkino,RU,56.3703,98.3543,-15.68,89,4,5.66,clear sky
460,Mareeba,AU,-17.0,145.4333,79.52,82,23,1.52,few clouds
461,Mao,ES,39.8885,4.2658,54.16,94,90,4.61,overcast clouds
462,Olafsvik,IS,64.8945,-23.7142,33.76,74,28,13.13,scattered clouds
463,Maicao,CO,11.3832,-72.2432,83.07,67,100,5.37,overcast clouds
464,Westport,US,41.1415,-73.3579,44.01,57,1,4.0,clear sky
465,Baie-Comeau,CA,49.2168,-68.1489,19.4,95,100,11.9,snow
466,Pampa,US,35.5362,-100.9599,65.57,29,1,12.66,clear sky
467,Varkaus,FI,62.3153,27.873,7.3,94,100,8.66,light snow
468,Yabrud,SY,33.9674,36.6574,31.66,81,39,1.88,scattered clouds
469,Cairns,AU,-16.9167,145.7667,84.15,73,28,8.05,scattered clouds
470,Galle,LK,6.0367,80.217,76.57,84,90,1.21,overcast clouds
471,Lompoc,US,34.6391,-120.4579,64.78,70,90,0.0,light rain
472,Gat,IL,31.61,34.7642,56.39,100,99,8.16,overcast clouds
473,Tuatapere,NZ,-46.1333,167.6833,58.82,52,26,11.7,scattered clouds
474,Ferrol,ES,43.4832,-8.2369,60.67,70,97,13.94,overcast clouds
475,Hamina,FI,60.5697,27.1979,12.99,87,70,12.97,light snow
476,Mattru,SL,7.6244,-11.8332,73.96,76,54,1.12,broken clouds
477,Jurado,CO,7.1053,-77.7641,78.64,88,87,3.53,light rain
478,Iralaya,HN,15.0,-83.2333,76.24,85,85,15.59,overcast clouds
479,Kaeo,NZ,-35.1,173.7833,73.45,54,100,7.76,overcast clouds
480,Chicama,PE,-7.8447,-79.1469,64.94,68,71,9.24,broken clouds
481,Huaiyuan,CN,32.973,117.1995,42.67,60,0,5.86,clear sky
482,Portel,BR,-1.9356,-50.8211,81.61,71,99,4.94,overcast clouds
483,Clayton,US,33.5335,-84.3666,52.27,41,1,1.01,clear sky
484,Naliya,IN,23.2667,68.8333,68.25,90,36,6.24,scattered clouds
485,Liverpool,GB,53.4106,-2.9779,42.69,96,75,5.99,broken clouds
486,Fare,PF,-16.7,-151.0167,81.99,71,37,12.59,scattered clouds
487,Vestmannaeyjar,IS,63.4427,-20.2734,35.08,68,13,15.52,few clouds
488,Alugan,PH,12.2188,125.4808,79.74,71,100,8.5,overcast clouds
489,Constitucion,CL,-35.3333,-72.4167,63.54,71,17,5.93,few clouds
490,Mogadishu,SO,2.0371,45.3438,79.05,84,65,15.57,broken clouds
491,Jieshi,CN,22.8134,115.8257,63.95,72,100,14.58,overcast clouds
492,Methoni,GR,36.8197,21.7049,53.22,61,80,5.08,broken clouds
493,Taiyuan,CN,37.8694,112.5603,24.66,63,0,4.47,clear sky
494,Tangwani,PK,28.2787,68.9972,51.73,17,9,8.61,clear sky
495,Dali,CN,25.7,100.1833,39.54,89,53,2.95,broken clouds
496,Ahuimanu,US,21.4447,-157.8378,82.11,64,90,5.99,light rain
497,Beloha,MG,-25.1667,45.05,72.3,83,100,3.49,overcast clouds
498,Lesnikovo,RU,55.2822,65.3175,6.87,94,49,7.11,scattered clouds
499,Berbera,SO,10.4396,45.0143,75.13,75,30,4.27,scattered clouds
500,Yanji,CN,42.9075,129.5078,4.77,75,76,1.99,broken clouds
501,Nexo,DK,55.0607,15.1306,35.69,85,100,15.21,overcast clouds
502,Aksarka,RU,66.5606,67.7975,10.85,97,100,4.36,overcast clouds
503,Itaguai,BR,-22.8522,-43.7753,84.58,93,57,3.38,moderate rain
504,Jumla,NP,29.2747,82.1838,32.59,54,2,3.11,clear sky
505,Bitung,ID,1.4451,125.1824,76.05,88,100,10.22,light rain
506,Solnechnyy,RU,50.7214,136.6319,-15.97,99,95,1.9,overcast clouds
507,Muli,MV,2.9167,73.5667,81.84,72,99,11.05,overcast clouds
508,Hofu,JP,34.05,131.5667,42.67,79,1,4.52,clear sky
509,Minot,US,48.2325,-101.2963,23.99,68,75,4.61,broken clouds
510,Carlsbad,US,33.1581,-117.3506,73.44,57,1,3.0,haze
511,Spas-Demensk,RU,54.4122,34.0226,6.03,93,100,6.96,overcast clouds
512,Buala,SB,-8.145,159.5921,80.98,85,92,8.19,moderate rain
513,Jalu,LY,29.0331,21.5482,56.35,41,100,2.73,overcast clouds
514,Mulchen,CL,-37.7167,-72.2333,91.26,8,0,5.68,clear sky
515,Labuhan,ID,-6.8844,112.2051,78.46,85,99,6.29,light rain
516,Guilin,CN,25.2819,110.2864,50.5,72,6,2.26,clear sky
517,Zwedru,LR,6.0667,-8.1281,75.27,38,15,3.18,few clouds
518,Edgewater,US,28.9889,-80.9023,64.78,48,1,10.36,clear sky
519,Roblin,CA,51.23,-101.3565,3.83,96,99,5.01,overcast clouds
520,Talcahuano,CL,-36.7167,-73.1167,58.68,77,40,14.97,scattered clouds
521,Annau,TM,37.8876,58.516,42.3,75,0,2.3,clear sky
522,Markova,UA,48.6758,24.4138,10.09,90,94,5.68,overcast clouds
523,Myitkyina,MM,25.3833,97.4,52.7,86,61,2.48,broken clouds
524,Arcata,US,40.8665,-124.0828,58.17,76,90,5.01,light rain
525,Husavik,IS,66.0449,-17.3389,23.88,87,63,10.98,broken clouds
526,Sobolevo,RU,54.4299,31.8996,8.31,96,98,7.63,overcast clouds
527,Cururupu,BR,-1.8283,-44.8683,79.92,81,62,6.08,broken clouds
528,Laguna,US,38.421,-121.4238,59.65,84,90,1.01,haze
529,Constantine,DZ,36.365,6.6147,50.54,77,82,0.94,broken clouds
530,Boralday,KZ,43.3578,76.8594,33.66,80,75,4.47,mist
531,Chadiza,ZM,-14.0678,32.4392,66.0,94,100,2.01,overcast clouds
532,Isabela,PH,6.7085,121.9711,76.37,83,100,2.77,overcast clouds
533,Barda,AZ,40.3744,47.1267,39.33,39,4,13.27,clear sky
534,Ulaangom,MN,49.9811,92.0667,-3.42,86,99,3.87,overcast clouds
535,Tongliao,CN,43.6125,122.2653,-1.37,91,99,3.2,overcast clouds
536,Muswellbrook,AU,-32.2667,150.9,75.24,87,100,5.73,overcast clouds
537,Erbaa,TR,40.6689,36.5675,29.19,85,100,0.63,overcast clouds
538,Nadym,RU,65.5333,72.5167,24.82,96,100,21.23,light snow
539,Kamensk-Uralskiy,RU,56.4185,61.9329,0.05,94,8,6.11,clear sky
540,Karatau,KZ,43.1667,70.4667,41.0,84,19,5.48,few clouds
541,Jatara,IN,25.0167,79.05,55.04,43,0,2.24,clear sky
542,Rimbey,CA,52.6334,-114.2353,17.62,96,100,2.8,overcast clouds
543,College,US,64.8569,-147.8028,-6.14,76,75,0.0,broken clouds
544,Lucapa,AO,-8.4192,20.7447,65.77,96,100,1.92,overcast clouds
545,Adilcevaz,TR,38.8039,42.7342,19.11,68,66,5.12,broken clouds
546,Kodino,RU,63.7198,39.6447,17.29,91,100,9.28,overcast clouds
547,Grand-Santi,GF,4.25,-54.3833,73.26,99,100,2.55,overcast clouds
548,Bondo,CD,3.8146,23.6866,74.97,45,100,2.46,overcast clouds
549,Fallon,US,39.4735,-118.7774,47.91,49,40,0.0,scattered clouds
550,Muros,ES,42.7762,-9.0603,60.85,93,100,24.16,overcast clouds
551,Martapura,ID,-3.4167,114.85,73.49,94,90,13.8,overcast clouds
552,Nome,US,64.5011,-165.4064,16.16,86,90,24.16,snow
553,Mehran,IR,33.1222,46.1646,49.48,54,1,2.53,clear sky
554,Marawi,PH,7.9986,124.2928,63.64,95,100,1.5,overcast clouds
555,Touros,BR,-5.1989,-35.4608,83.3,77,72,13.42,broken clouds
556,Mersing,MY,2.4312,103.8405,76.46,91,98,2.17,light rain
557,Guerrero,MX,17.6667,-100.0,79.61,44,5,3.49,clear sky
558,Pechora,RU,65.1472,57.2244,-4.77,100,97,2.3,overcast clouds
559,Aswan,EG,24.0934,32.907,53.62,49,5,10.49,clear sky
560,Saint-Augustin,CA,51.226,-58.6502,11.71,80,85,5.41,overcast clouds
561,Tupik,RU,54.4253,119.9327,-24.39,96,99,2.86,overcast clouds
562,Nargana,PA,9.4428,-78.5906,81.01,78,96,9.86,overcast clouds
563,Guiren,CN,33.6697,118.1889,41.67,85,0,6.15,clear sky
564,Horn,DE,51.8715,8.9451,29.98,87,100,6.02,overcast clouds
565,Qianan,CN,44.9932,124.0581,-17.95,100,18,2.71,few clouds
566,Pennsville,US,39.6535,-75.5166,43.25,47,1,8.99,clear sky
567,Taoudenni,ML,22.6783,-3.9836,71.58,25,100,10.38,overcast clouds
568,Innisfail,AU,-17.5333,146.0333,83.88,67,83,1.7,broken clouds
569,Tsurib,RU,42.2368,46.8307,8.4,80,23,9.64,few clouds
570,Flinders,AU,-34.5833,150.8552,73.2,92,100,6.89,light rain
571,Dabakala,CI,8.3667,-4.4333,78.84,22,7,4.27,clear sky
572,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,24.16,scattered clouds
573,Somoto,NI,13.4808,-86.5821,85.62,71,82,4.88,broken clouds
574,Pingliang,CN,35.5392,106.6861,34.05,45,100,4.18,overcast clouds
