City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
237,Cidreira,BR,2021-12-21 17:24:00,-30.1811,-50.2056,79.25,66,4,10.4
238,Axim,GH,2021-12-21 17:24:01,4.8699,-2.2405,84.13,54,85,9.48
239,Sitka,US,2021-12-21 17:24:01,57.0531,-135.33,33.69,93,90,9.22
240,Dutlwe,BW,2021-12-21 17:24:02,-23.9833,23.9,83.08,34,100,5.23
241,Saint-Francois,FR,2021-12-21 17:24:02,46.4154,3.9054,31.68,90,75,5.75
242,Torbay,CA,2021-12-21 17:24:02,47.6666,-52.7314,27.57,83,90,12.66
243,Obera,AR,2021-12-21 17:24:03,-27.4871,-55.1199,100.49,21,6,5.64
244,Gravdal,NO,2021-12-21 17:24:03,68.1214,13.5031,28.29,64,0,6.91
245,Aswan,EG,2021-12-21 17:24:04,24.0934,32.907,56.14,29,11,11.36
246,Kahului,US,2021-12-21 17:24:04,20.8947,-156.47,70.86,88,90,11.5
247,Gizo,SB,2021-12-21 17:24:05,-8.103,156.8419,82.8,77,96,4.25
248,Kalemie,CD,2021-12-21 17:24:05,-5.9475,29.1947,71.98,83,99,2.55
249,Cartagena,CO,2021-12-21 17:22:22,10.3997,-75.5144,89.22,62,20,8.05
250,Rawson,AR,2021-12-21 17:24:05,-43.3002,-65.1023,66.79,53,3,20.29
251,Talnakh,RU,2021-12-21 17:24:06,69.4865,88.3972,-24.48,88,83,8.97
252,Saint-Augustin,CA,2021-12-21 17:19:38,51.226,-58.6502,15.94,92,100,12.64
253,Kamaishi,JP,2021-12-21 17:24:07,39.2667,141.8833,39.4,72,36,13.85
254,Sasaima,CO,2021-12-21 17:24:07,4.9661,-74.4351,87.26,60,92,5.32
255,Honningsvag,NO,2021-12-21 17:24:07,70.9821,25.9704,28.15,70,100,8.66
256,Reconquista,AR,2021-12-21 17:24:08,-29.15,-59.65,104.79,19,1,6.6
257,Urumqi,CN,2021-12-21 17:24:08,43.801,87.6005,9.55,85,82,0.0
258,Hope,US,2021-12-21 17:25:08,33.6671,-93.5916,45.75,56,1,4.81
259,Singaparna,ID,2021-12-21 17:25:09,-7.3515,108.111,71.56,95,100,2.42
260,Biak,ID,2021-12-21 17:25:09,-0.9131,122.8766,76.15,82,100,4.56
261,Turtas,RU,2021-12-21 17:25:09,58.9417,69.1325,23.72,95,100,9.04
262,Roma,US,2021-12-21 17:21:21,43.2128,-75.4557,39.96,73,75,5.75
263,Chumikan,RU,2021-12-21 17:25:10,54.7183,135.315,-26.37,83,89,8.34
264,Zhigalovo,RU,2021-12-21 17:25:10,54.8097,105.1578,-33.38,100,14,0.83
265,Sorkjosen,NO,2021-12-21 17:25:11,69.8,20.9333,15.8,62,0,9.22
266,Zharkent,KZ,2021-12-21 17:25:11,44.1628,80.0,32.81,64,0,3.29
267,Tamiahua,MX,2021-12-21 17:25:12,21.2667,-97.45,70.2,67,100,6.73
268,Mwinilunga,ZM,2021-12-21 17:25:12,-11.7358,24.4293,67.53,90,99,5.1
269,Bertoua,CM,2021-12-21 17:25:12,4.5833,13.6833,82.47,32,93,2.73
270,Haimen,CN,2021-12-21 17:25:12,23.1935,116.6142,62.49,90,100,6.98
271,Shelburne,CA,2021-12-21 17:25:13,44.0787,-80.2041,29.19,73,59,8.23
272,Nioro,GM,2021-12-21 17:25:13,13.35,-15.75,89.73,12,99,14.54
273,Batagay-Alyta,RU,2021-12-21 17:25:14,67.8006,130.4114,-29.99,95,97,3.09
274,Ballina,AU,2021-12-21 17:25:14,-28.8667,153.5667,73.58,88,75,5.75
275,Kununurra,AU,2021-12-21 17:25:10,-15.7667,128.7333,84.18,79,98,0.0
276,Grindavik,IS,2021-12-21 17:25:14,63.8424,-22.4338,37.87,93,75,6.91
277,Pisco,PE,2021-12-21 17:25:15,-13.7,-76.2167,72.01,83,91,11.5
278,Vestmannaeyjar,IS,2021-12-21 17:25:15,63.4427,-20.2734,40.19,93,90,20.71
279,Kruisfontein,ZA,2021-12-21 17:25:15,-34.0033,24.7314,75.88,72,4,10.45
280,Atambua,ID,2021-12-21 17:25:16,-9.1061,124.8925,74.68,87,100,2.24
281,Shimoda,JP,2021-12-21 17:25:16,34.6667,138.95,48.11,69,0,14.92
282,Vanavara,RU,2021-12-21 17:25:16,60.34,102.2797,-36.76,100,29,0.47
283,Plouzane,FR,2021-12-21 17:25:17,48.3833,-4.6167,41.32,81,0,4.61
284,Alamogordo,US,2021-12-21 17:22:20,32.8995,-105.9603,66.56,20,1,5.75
285,Rudnya,RU,2021-12-21 17:25:17,54.947,31.0934,8.73,87,100,9.42
286,Vao,NC,2021-12-21 17:25:17,-22.6667,167.4833,76.03,82,99,12.62
287,Mogwase,ZA,2021-12-21 17:25:18,-25.185,27.2665,77.36,40,93,0.18
288,Montlucon,FR,2021-12-21 17:25:18,46.3333,2.6,30.67,93,3,3.15
289,Wukari,NG,2021-12-21 17:25:18,7.85,9.7833,88.61,17,47,7.2
290,Raudeberg,NO,2021-12-21 17:25:19,61.9875,5.1352,39.2,83,97,5.01
291,Sabha,LY,2021-12-21 17:25:19,27.0377,14.4283,51.94,27,34,2.71
292,Riachao,BR,2021-12-21 17:25:19,-7.3619,-46.6172,83.43,70,100,1.05
293,Itupiranga,BR,2021-12-21 17:25:20,-5.1347,-49.3267,82.72,70,100,3.38
294,Camana,PE,2021-12-21 17:25:20,-16.6228,-72.7111,72.37,67,92,6.8
295,Juba,SS,2021-12-21 17:25:20,4.8517,31.5825,85.8,45,100,8.95
296,Petrokamenskoye,RU,2021-12-21 17:26:21,57.716,60.6484,23.92,97,100,2.48
297,Ancud,CL,2021-12-21 17:26:21,-41.8697,-73.8203,72.23,62,1,6.15
298,Erdenet,MN,2021-12-21 17:26:21,49.0333,104.0833,2.8,94,40,1.54
299,Manyana,BW,2021-12-21 17:26:22,-23.4,21.7167,78.71,43,100,5.88
300,Almonte,ES,2021-12-21 17:26:22,37.2647,-6.5167,63.28,75,100,7.45
301,Greensburg,US,2021-12-21 17:23:46,40.3015,-79.5389,43.61,64,40,1.99
302,Reyes,BO,2021-12-21 17:26:23,-14.3167,-67.3833,87.96,74,90,0.0
303,Provideniya,RU,2021-12-21 17:26:23,64.3833,-173.3,3.49,79,43,7.65
304,Adrar,MR,2021-12-21 17:26:24,20.5022,-10.0711,77.97,16,100,10.09
305,Sovetskiy,RU,2021-12-21 17:26:24,61.3614,63.5842,4.24,97,100,5.61
306,Tutoia,BR,2021-12-21 17:26:24,-2.7619,-42.2744,87.78,63,80,14.56
307,Anadyr,RU,2021-12-21 17:26:25,64.75,177.4833,-12.5,64,0,13.42
308,Trapani,IT,2021-12-21 17:23:35,37.8333,12.6667,55.58,93,20,1.14
309,Caravelas,BR,2021-12-21 17:26:25,-17.7125,-39.2481,78.8,81,56,4.38
310,Troitskoye,RU,2021-12-21 17:26:25,52.9821,84.6757,20.82,100,95,1.83
311,Redcar,GB,2021-12-21 17:26:26,54.6166,-1.06,38.53,83,63,1.99
312,Tumen,CN,2021-12-21 17:26:26,42.9661,129.8425,6.4,67,0,4.74
313,Benghazi,LY,2021-12-21 17:26:26,32.1167,20.0667,61.38,58,79,7.52
314,Angleton,US,2021-12-21 17:26:27,29.1694,-95.4319,58.17,63,1,10.36
315,Avera,US,2021-12-21 17:26:27,33.194,-82.5271,46.27,85,100,9.62
316,Karratha,AU,2021-12-21 17:26:27,-20.7377,116.8463,83.25,69,43,11.77
317,Mbaiki,CF,2021-12-21 17:26:28,3.8678,17.9892,84.27,36,92,2.75
318,Afitos,GR,2021-12-21 17:26:28,40.1,23.4333,42.76,42,0,9.01
319,Mitu,CO,2021-12-21 17:26:28,1.1983,-70.1733,81.1,89,100,2.91
320,Beian,NO,2021-12-21 17:26:29,63.6559,9.5683,34.02,93,75,18.41
321,Anapskaya,RU,2021-12-21 17:26:29,44.89,37.38,32.25,74,40,8.95
322,Goure,NE,2021-12-21 17:26:29,13.9835,10.2704,73.02,18,0,11.77
323,Forbes,AU,2021-12-21 17:26:30,-33.3833,148.0167,65.91,31,83,2.71
324,Yulara,AU,2021-12-21 17:26:30,-25.2406,130.9889,85.84,17,13,11.5
325,Donskoye,RU,2021-12-21 17:26:30,45.4552,41.9741,30.34,87,93,7.16
326,Port-Gentil,GA,2021-12-21 17:26:31,-0.7193,8.7815,82.36,83,75,9.22
327,Viedma,AR,2021-12-21 17:26:31,-40.8135,-62.9967,80.55,38,63,21.09
328,Ixtapa,MX,2021-12-21 17:26:31,20.7,-105.2,76.23,65,1,0.0
329,Greymouth,NZ,2021-12-21 17:26:32,-42.4667,171.2,59.16,91,50,9.66
330,Cowra,AU,2021-12-21 17:26:32,-33.8333,148.6833,71.28,38,70,2.3
331,Samarkand,UZ,2021-12-21 17:26:32,39.6542,66.9597,53.02,47,75,4.61
332,Freeport,US,2021-12-21 17:26:33,40.6576,-73.5832,42.53,55,1,1.01
333,Zonguldak,TR,2021-12-21 17:26:33,41.25,31.8333,29.79,93,100,6.98
334,Serov,RU,2021-12-21 17:26:34,59.6033,60.5787,-0.17,97,100,9.28
335,Bangolo,CI,2021-12-21 17:26:34,7.0069,-7.475,93.2,16,22,2.91
336,Dwarka,IN,2021-12-21 17:26:34,22.2394,68.9678,72.03,67,51,8.48
337,Cangucu,BR,2021-12-21 17:26:34,-31.395,-52.6756,76.21,45,89,7.63
338,Zhigansk,RU,2021-12-21 17:26:35,66.7697,123.3711,-54.27,99,74,4.29
339,Pyapon,MM,2021-12-21 17:26:35,16.2833,95.6833,70.2,85,25,7.23
340,Ilulissat,GL,2021-12-21 17:27:35,69.2167,-51.1,44.62,29,40,23.02
341,Tete,MZ,2021-12-21 17:27:36,-16.1564,33.5867,87.89,55,75,9.22
342,Havre-Saint-Pierre,CA,2021-12-21 17:27:36,50.2334,-63.5986,27.19,86,90,4.61
343,Vardo,NO,2021-12-21 17:27:36,70.3705,31.1107,24.55,74,75,16.11
344,Krasnovishersk,RU,2021-12-21 17:27:37,60.4078,57.082,11.21,96,100,4.45
345,Muzhi,RU,2021-12-21 17:27:37,65.3667,64.6667,-21.15,100,97,5.26
346,Mersing,MY,2021-12-21 17:27:38,2.4312,103.8405,80.51,89,89,5.75
347,Nicoya,CR,2021-12-21 17:27:38,10.1483,-85.452,81.95,56,99,4.07
348,Toppenish,US,2021-12-21 17:27:38,46.3774,-120.3087,32.02,86,98,2.08
349,Ukiah,US,2021-12-21 17:25:02,39.1502,-123.2078,52.16,79,40,3.44
350,Jacareacanga,BR,2021-12-21 17:27:39,-6.2222,-57.7528,91.71,66,40,1.14
351,Maragogi,BR,2021-12-21 17:27:39,-9.0122,-35.2225,84.56,64,76,12.97
352,Lashio,MM,2021-12-21 17:27:40,22.9333,97.75,52.14,85,0,1.03
353,Derbent,RU,2021-12-21 17:27:40,42.0678,48.2899,41.86,92,100,15.21
354,Zverinogolovskoye,RU,2021-12-21 17:27:40,54.4586,64.8542,31.82,87,100,17.02
355,Ishigaki,JP,2021-12-21 17:27:41,24.3448,124.1572,74.25,88,100,28.34
356,Lavrentiya,RU,2021-12-21 17:27:41,65.5833,-171.0,-2.9,79,12,7.2
357,Plerin,FR,2021-12-21 17:27:41,48.5425,-2.7798,37.74,88,0,1.99
358,Hambantota,LK,2021-12-21 17:27:42,6.1241,81.1185,76.78,87,18,10.8
359,Tautira,PF,2021-12-21 17:27:42,-17.7333,-149.15,80.62,73,97,7.61
360,Bintulu,MY,2021-12-21 17:27:43,3.1667,113.0333,77.41,88,20,0.0
361,Davila,PH,2021-12-21 17:27:43,18.4726,120.5763,77.92,85,8,2.48
362,Ipixuna,BR,2021-12-21 17:27:43,-1.7625,-48.8043,89.55,44,71,5.3
363,Kavieng,PG,2021-12-21 17:27:44,-2.5744,150.7967,81.82,79,100,7.9
364,Machiques,VE,2021-12-21 17:27:44,10.0644,-72.545,91.62,44,65,4.74
365,Pangody,RU,2021-12-21 17:27:45,65.85,74.4859,-4.58,96,100,12.66
366,Coquimbo,CL,2021-12-21 17:27:45,-29.9533,-71.3436,67.73,63,0,12.66
367,Gouyave,GD,2021-12-21 17:27:45,12.1646,-61.7296,84.97,70,40,21.85
368,Marienburg,PL,2021-12-21 17:27:46,54.0359,19.0266,28.06,75,99,9.55
369,Svetlogorsk,BY,2021-12-21 17:27:46,52.6333,29.7333,14.58,76,83,6.82
370,Urusha,RU,2021-12-21 17:27:46,54.05,122.9,-25.47,94,24,2.73
371,Waw,SS,2021-12-21 17:27:47,7.7029,27.9953,82.18,23,34,3.44
372,Broome,US,2021-12-21 17:27:47,42.2506,-75.833,40.21,65,40,5.99
373,Vanino,RU,2021-12-21 17:27:47,49.0869,140.2543,9.27,83,100,10.42
374,Pasighat,IN,2021-12-21 17:27:48,28.0667,95.3333,57.72,49,0,3.98
375,Noumea,NC,2021-12-21 17:27:48,-22.2763,166.4572,80.01,99,51,4.07
376,Ambovombe,MG,2021-12-21 17:28:49,-25.1667,46.0833,71.13,87,81,21.36
377,Beringovskiy,RU,2021-12-21 17:28:49,63.05,179.3167,-2.87,93,65,6.22
378,Mehamn,NO,2021-12-21 17:28:49,71.0357,27.8492,28.31,79,100,6.96
379,Yar-Sale,RU,2021-12-21 17:28:50,66.8333,70.8333,-5.1,96,100,9.1
380,Suez,EG,2021-12-21 17:26:28,29.9737,32.5263,56.88,57,52,8.63
381,Hami,CN,2021-12-21 17:28:50,42.8,93.45,25.27,50,21,6.73
382,Longyearbyen,SJ,2021-12-21 17:28:50,78.2186,15.6401,15.64,86,75,10.36
383,Chuy,UY,2021-12-21 17:28:51,-33.6971,-53.4616,68.76,83,100,3.42
384,Quiindy,PY,2021-12-21 17:28:51,-25.9667,-57.2667,106.75,20,26,3.29
385,Riberalta,BO,2021-12-21 17:28:51,-10.9833,-66.1,84.4,74,75,13.8
386,Talcahuano,CL,2021-12-21 17:28:52,-36.7167,-73.1167,73.08,46,0,13.8
387,Necochea,AR,2021-12-21 17:28:52,-38.5473,-58.7368,83.03,38,85,3.09
388,Zinder,NE,2021-12-21 17:28:52,13.8072,8.9881,78.76,13,1,9.22
389,Wanning,CN,2021-12-21 17:28:53,18.8003,110.3967,65.44,89,22,6.69
390,Dieppe,FR,2021-12-21 17:28:53,49.75,1.1667,36.19,74,23,6.4
391,Makushino,RU,2021-12-21 17:28:53,55.2103,67.2442,24.17,88,100,15.43
392,Tabou,CI,2021-12-21 17:28:54,4.423,-7.3528,84.04,62,86,9.48
393,Altar,MX,2021-12-21 17:28:54,30.7,-111.8167,63.59,25,61,0.54
394,Naze,JP,2021-12-21 17:28:55,28.3667,129.4833,56.25,88,100,1.63
395,Arlit,NE,2021-12-21 17:28:55,18.7369,7.3853,71.69,10,6,7.65
396,Juegang,CN,2021-12-21 17:28:55,32.3174,121.1855,44.91,67,0,4.29
397,Jackson,US,2021-12-21 17:24:03,42.4165,-122.8345,40.44,84,75,5.75
398,Marzuq,YE,2021-12-21 17:28:56,14.4,46.4667,67.57,59,14,3.38
399,Burhanpur,IN,2021-12-21 17:28:56,21.3,76.2333,64.54,24,2,4.81
400,Wewak,PG,2021-12-21 17:28:56,-3.5534,143.6268,80.06,85,59,7.61
401,Kargil,IN,2021-12-21 17:28:57,34.5667,76.1,4.44,84,9,3.4
402,Cascais,PT,2021-12-21 17:28:57,38.6979,-9.4215,63.52,77,40,13.0
403,Scarborough,GB,2021-12-21 17:28:57,54.2797,-0.4044,38.08,82,64,3.0
404,Healdsburg,US,2021-12-21 17:28:58,38.6105,-122.8692,49.86,81,75,1.01
405,Geraldton,AU,2021-12-21 17:28:59,-28.7667,114.6,70.21,68,90,14.97
406,Illapel,CL,2021-12-21 17:28:59,-31.6308,-71.1653,81.0,40,25,9.48
407,Carora,VE,2021-12-21 17:28:59,10.1755,-70.0827,89.2,43,57,3.71
408,Zhanaozen,KZ,2021-12-21 17:29:00,43.3,52.8,41.81,82,100,18.03
409,Cranbourne,AU,2021-12-21 17:29:00,-38.1,145.2833,61.9,69,48,1.99
410,Jiangyou,CN,2021-12-21 17:29:00,31.7667,104.7167,45.72,75,0,2.01
411,Maldonado,UY,2021-12-21 17:29:01,-34.6667,-54.9167,76.39,47,97,4.27
412,Arkhara,RU,2021-12-21 17:29:01,49.4212,130.0842,-33.84,99,7,4.03
413,Amot,NO,2021-12-21 17:29:01,59.5714,7.9877,18.77,91,74,4.68
414,Husavik,IS,2021-12-21 17:29:02,66.0449,-17.3389,22.91,85,19,5.06
415,Syracuse,IT,2021-12-21 17:29:02,37.0881,15.2792,57.31,69,11,2.42
416,Oudtshoorn,ZA,2021-12-21 17:29:02,-33.5907,22.2014,62.96,45,80,8.93
417,Huaihua,CN,2021-12-21 17:30:03,27.5494,109.9592,49.42,79,0,1.54
418,Aborlan,PH,2021-12-21 17:30:03,9.4352,118.5492,76.37,83,78,3.18
419,Balikpapan,ID,2021-12-21 17:30:04,-1.2675,116.8289,75.11,92,100,3.18
420,Kungurtug,RU,2021-12-21 17:30:05,50.5994,97.5228,16.38,97,100,2.48
421,Bose,IT,2021-12-21 17:30:06,45.4612,8.0137,42.76,82,57,0.45
422,Ibra,OM,2021-12-21 17:30:07,22.6906,58.5334,69.46,33,23,1.74
423,Sungaipenuh,ID,2021-12-21 17:30:08,-2.0833,101.3833,62.98,89,93,2.13
424,Hobyo,SO,2021-12-21 17:30:08,5.3505,48.5268,77.92,75,87,18.3
425,Kamyshevatskaya,RU,2021-12-21 17:30:09,46.4132,37.9563,32.23,63,88,16.15
426,Kimberley,ZA,2021-12-21 17:30:10,-28.7323,24.7623,71.29,53,75,1.14
427,Pangnirtung,CA,2021-12-21 17:30:10,66.1451,-65.7125,12.2,92,90,12.66
428,Fortuna,US,2021-12-21 17:30:11,40.5982,-124.1573,50.92,81,90,14.97
429,Beyneu,KZ,2021-12-21 17:30:11,45.3167,55.2,38.93,88,98,13.78
430,Douglas,US,2021-12-21 17:30:11,41.3,-96.167,39.51,61,1,3.44
431,Belousovka,KZ,2021-12-21 17:30:12,50.1339,82.5239,27.45,93,90,6.71
432,Moctezuma,MX,2021-12-21 17:30:12,29.8,-109.6667,69.76,16,37,2.71
433,Okhtyrka,UA,2021-12-21 17:30:12,50.3104,34.8988,13.93,57,100,11.81
434,Manaus,BR,2021-12-21 17:30:13,-3.1019,-60.025,90.09,74,40,3.44
435,Nepomuk,CZ,2021-12-21 17:30:13,49.4862,13.5823,30.94,89,100,1.19
436,Santiago,CL,2021-12-21 17:27:59,-33.4569,-70.6483,91.29,23,0,8.05
437,Kiruna,SE,2021-12-21 17:30:14,67.8557,20.2251,-3.08,92,0,5.75
438,Ahipara,NZ,2021-12-21 17:30:14,-35.1667,173.1667,62.46,84,88,3.18
439,Ambon,ID,2021-12-21 17:30:14,-3.6954,128.1814,80.62,80,100,5.93
440,Ilebo,CD,2021-12-21 17:30:15,-4.3167,20.5833,77.56,79,100,0.69
441,Ajdabiya,LY,2021-12-21 17:30:15,30.7554,20.2263,56.86,60,17,4.27
442,Marrakesh,MA,2021-12-21 17:30:16,31.6315,-8.0083,69.87,43,75,8.05
443,Seoul,KR,2021-12-21 17:30:16,37.5683,126.9778,29.71,68,0,6.91
444,Deputatskiy,RU,2021-12-21 17:30:16,69.3,139.9,-22.18,88,100,4.88
445,Irece,BR,2021-12-21 17:30:17,-11.3042,-41.8558,77.4,72,98,3.44
446,Mazagao,BR,2021-12-21 17:30:17,-0.115,-51.2894,93.25,54,56,6.87
447,Kristiinankaupunki,FI,2021-12-21 17:30:17,62.2743,21.376,14.16,90,10,3.49
448,Kalavad,IN,2021-12-21 17:30:18,22.2167,70.3833,67.33,46,40,6.98
449,Sinjar,IQ,2021-12-21 17:30:18,36.3209,41.8754,48.07,71,89,8.97
450,Ingham,US,2021-12-21 17:30:19,42.6,-84.3833,35.37,81,90,9.22
451,Kalispell,US,2021-12-21 17:30:19,48.1958,-114.3129,21.04,89,90,3.44
452,Bandrele,YT,2021-12-21 17:30:19,-12.9067,45.1914,82.15,83,0,4.61
453,Linhai,CN,2021-12-21 17:30:20,28.85,121.1167,49.93,78,100,3.2
454,Lefka,CY,2021-12-21 17:30:20,35.1106,32.8506,54.88,78,52,16.26
455,Moen,NO,2021-12-21 17:30:21,69.1304,18.6123,17.46,84,0,0.0
456,Leon,MX,2021-12-21 17:30:21,21.1167,-101.6667,71.15,50,68,3.42
457,Tessalit,ML,2021-12-21 17:30:21,20.1986,1.0114,73.58,15,97,10.54
458,Cabras,IT,2021-12-21 17:30:22,39.93,8.5314,53.08,77,89,6.15
459,Sheopur,IN,2021-12-21 17:30:22,25.6667,76.7,58.75,29,0,2.86
460,Yeppoon,AU,2021-12-21 17:31:23,-23.1333,150.7333,69.58,74,1,3.53
461,Brownsville,US,2021-12-21 17:27:06,25.9018,-97.4975,67.95,70,1,1.01
462,Vuktyl,RU,2021-12-21 17:31:23,63.8567,57.3094,-3.44,92,98,6.24
463,Akyab,MM,2021-12-21 17:31:24,20.15,92.9,67.37,65,19,4.41
464,Sorong,ID,2021-12-21 17:31:24,-0.8833,131.25,81.14,79,100,8.5
465,Mezen,RU,2021-12-21 17:31:24,65.8522,44.24,-8.19,93,69,6.58
466,Beloha,MG,2021-12-21 17:31:25,-25.1667,45.05,70.77,83,84,17.63
467,Goundi,TD,2021-12-21 17:31:25,9.3627,17.366,83.01,24,57,4.54
468,Cristalina,BR,2021-12-21 17:31:26,-16.7686,-47.6136,76.5,63,72,3.47
469,Huilong,CN,2021-12-21 17:31:26,31.8111,121.655,51.04,68,0,4.29
470,Karasuk,RU,2021-12-21 17:31:26,53.7377,78.0403,8.69,99,81,6.91
471,Atar,MR,2021-12-21 17:31:27,20.5169,-13.0499,78.64,24,100,7.34
472,Erenhot,CN,2021-12-21 17:31:27,43.6475,111.9767,18.43,61,28,7.27
473,Yerbogachen,RU,2021-12-21 17:31:28,61.2767,108.0108,-36.22,100,70,2.51
